#"Versus.0002" "r Id_vs_Vgs" "i Id_vs_Vgs"
2.65766 0.0592022 0
2.65866 0.0593908 0
2.65966 0.0595797 0
2.66066 0.0597688 0
2.66166 0.0599581 0
2.66266 0.0601477 0
2.66366 0.0603375 0
2.66466 0.0605275 0
2.66567 0.0607177 0
2.66667 0.0609082 0
2.66767 0.0610989 0
2.66867 0.0612899 0
2.66967 0.061481 0
2.67067 0.0616724 0
2.67167 0.0618641 0
2.67267 0.0620559 0
2.67367 0.062248 0
2.67467 0.0624403 0
2.67568 0.0626328 0
2.67668 0.0628256 0
2.67768 0.0630186 0
2.67868 0.0632118 0
2.67968 0.0634053 0
2.68068 0.063599 0
2.68168 0.0637929 0
2.68268 0.063987 0
2.68368 0.0641814 0
2.68468 0.0643759 0
2.68569 0.0645707 0
2.68669 0.0647658 0
2.68769 0.064961 0
2.68869 0.0651565 0
2.68969 0.0653522 0
2.69069 0.0655482 0
2.69169 0.0657443 0
2.69269 0.0659407 0
2.69369 0.0661373 0
2.69469 0.0663341 0
2.6957 0.0665312 0
2.6967 0.0667285 0
2.6977 0.066926 0
2.6987 0.0671237 0
2.6997 0.0673216 0
2.7007 0.0675198 0
2.7017 0.0677182 0
2.7027 0.0679168 0
2.7037 0.0681156 0
2.7047 0.0683147 0
2.70571 0.0685139 0
2.70671 0.0687134 0
2.70771 0.0689132 0
2.70871 0.0691131 0
2.70971 0.0693132 0
2.71071 0.0695136 0
2.71171 0.0697142 0
2.71271 0.069915 0
2.71371 0.0701161 0
2.71471 0.0703173 0
2.71572 0.0705188 0
2.71672 0.0707205 0
2.71772 0.0709224 0
2.71872 0.0711245 0
2.71972 0.0713268 0
2.72072 0.0715294 0
2.72172 0.0717322 0
2.72272 0.0719352 0
2.72372 0.0721384 0
2.72472 0.0723418 0
2.72573 0.0725454 0
2.72673 0.0727493 0
2.72773 0.0729534 0
2.72873 0.0731577 0
2.72973 0.0733622 0
2.73073 0.0735669 0
2.73173 0.0737718 0
2.73273 0.073977 0
2.73373 0.0741824 0
2.73473 0.0743879 0
2.73574 0.0745937 0
2.73674 0.0747998 0
2.73774 0.075006 0
2.73874 0.0752124 0
2.73974 0.0754191 0
2.74074 0.0756259 0
2.74174 0.075833 0
2.74274 0.0760403 0
2.74374 0.0762478 0
2.74474 0.0764555 0
2.74575 0.0766634 0
2.74675 0.0768716 0
2.74775 0.0770799 0
2.74875 0.0772885 0
2.74975 0.0774973 0
2.75075 0.0777063 0
2.75175 0.0779154 0
2.75275 0.0781249 0
2.75375 0.0783345 0
2.75475 0.0785443 0
2.75576 0.0787543 0
2.75676 0.0789646 0
2.75776 0.079175 0
2.75876 0.0793857 0
2.75976 0.0795966 0
2.76076 0.0798076 0
2.76176 0.0800189 0
2.76276 0.0802304 0
2.76376 0.0804421 0
2.76476 0.0806541 0
2.76577 0.0808662 0
2.76677 0.0810785 0
2.76777 0.0812911 0
2.76877 0.0815038 0
2.76977 0.0817168 0
2.77077 0.0819299 0
2.77177 0.0821433 0
2.77277 0.0823568 0
2.77377 0.0825706 0
2.77477 0.0827846 0
2.77578 0.0829988 0
2.77678 0.0832132 0
2.77778 0.0834278 0
2.77878 0.0836426 0
2.77978 0.0838576 0
2.78078 0.0840728 0
2.78178 0.0842882 0
2.78278 0.0845039 0
2.78378 0.0847197 0
2.78478 0.0849357 0
2.78579 0.085152 0
2.78679 0.0853684 0
2.78779 0.0855851 0
2.78879 0.0858019 0
2.78979 0.086019 0
2.79079 0.0862362 0
2.79179 0.0864537 0
2.79279 0.0866713 0
2.79379 0.0868892 0
2.79479 0.0871072 0
2.7958 0.0873255 0
2.7968 0.087544 0
2.7978 0.0877626 0
2.7988 0.0879815 0
2.7998 0.0882006 0
2.8008 0.0884198 0
2.8018 0.0886393 0
2.8028 0.088859 0
2.8038 0.0890788 0
2.8048 0.0892989 0
2.80581 0.0895192 0
2.80681 0.0897396 0
2.80781 0.0899603 0
2.80881 0.0901812 0
2.80981 0.0904022 0
2.81081 0.0906235 0
2.81181 0.090845 0
2.81281 0.0910666 0
2.81381 0.0912885 0
2.81481 0.0915105 0
2.81582 0.0917328 0
2.81682 0.0919553 0
2.81782 0.0921779 0
2.81882 0.0924008 0
2.81982 0.0926238 0
2.82082 0.092847 0
2.82182 0.0930705 0
2.82282 0.0932941 0
2.82382 0.093518 0
2.82482 0.093742 0
2.82583 0.0939662 0
2.82683 0.0941906 0
2.82783 0.0944152 0
2.82883 0.09464 0
2.82983 0.0948651 0
2.83083 0.0950903 0
2.83183 0.0953156 0
2.83283 0.0955412 0
2.83383 0.095767 0
2.83483 0.095993 0
2.83584 0.0962192 0
2.83684 0.0964455 0
2.83784 0.0966721 0
2.83884 0.0968989 0
2.83984 0.0971258 0
2.84084 0.0973529 0
2.84184 0.0975803 0
2.84284 0.0978078 0
2.84384 0.0980355 0
2.84484 0.0982634 0
2.84585 0.0984915 0
2.84685 0.0987198 0
2.84785 0.0989483 0
2.84885 0.099177 0
2.84985 0.0994059 0
2.85085 0.0996349 0
2.85185 0.0998642 0
2.85285 0.100094 0
2.85385 0.100323 0
2.85485 0.100553 0
2.85586 0.100783 0
2.85686 0.101013 0
2.85786 0.101244 0
2.85886 0.101474 0
2.85986 0.101705 0
2.86086 0.101936 0
2.86186 0.102167 0
2.86286 0.102399 0
2.86386 0.10263 0
2.86486 0.102862 0
2.86587 0.103094 0
2.86687 0.103326 0
2.86787 0.103558 0
2.86887 0.103791 0
2.86987 0.104023 0
2.87087 0.104256 0
2.87187 0.104489 0
2.87287 0.104722 0
2.87387 0.104956 0
2.87487 0.105189 0
2.87588 0.105423 0
2.87688 0.105657 0
2.87788 0.105891 0
2.87888 0.106126 0
2.87988 0.10636 0
2.88088 0.106595 0
2.88188 0.10683 0
2.88288 0.107065 0
2.88388 0.1073 0
2.88488 0.107536 0
2.88589 0.107771 0
2.88689 0.108007 0
2.88789 0.108243 0
2.88889 0.108479 0
2.88989 0.108716 0
2.89089 0.108952 0
2.89189 0.109189 0
2.89289 0.109426 0
2.89389 0.109663 0
2.89489 0.1099 0
2.8959 0.110138 0
2.8969 0.110375 0
2.8979 0.110613 0
2.8989 0.110851 0
2.8999 0.11109 0
2.9009 0.111328 0
2.9019 0.111567 0
2.9029 0.111805 0
2.9039 0.112044 0
2.9049 0.112283 0
2.90591 0.112523 0
2.90691 0.112762 0
2.90791 0.113002 0
2.90891 0.113242 0
2.90991 0.113482 0
2.91091 0.113722 0
2.91191 0.113962 0
2.91291 0.114203 0
2.91391 0.114444 0
2.91491 0.114685 0
2.91592 0.114926 0
2.91692 0.115167 0
2.91792 0.115408 0
2.91892 0.11565 0
2.91992 0.115892 0
2.92092 0.116134 0
2.92192 0.116376 0
2.92292 0.116619 0
2.92392 0.116861 0
2.92492 0.117104 0
2.92593 0.117347 0
2.92693 0.11759 0
2.92793 0.117833 0
2.92893 0.118077 0
2.92993 0.11832 0
2.93093 0.118564 0
2.93193 0.118808 0
2.93293 0.119052 0
2.93393 0.119296 0
2.93493 0.119541 0
2.93594 0.119786 0
2.93694 0.120031 0
2.93794 0.120276 0
2.93894 0.120521 0
2.93994 0.120766 0
2.94094 0.121012 0
2.94194 0.121257 0
2.94294 0.121503 0
2.94394 0.121749 0
2.94494 0.121996 0
2.94595 0.122242 0
2.94695 0.122489 0
2.94795 0.122736 0
2.94895 0.122983 0
2.94995 0.12323 0
2.95095 0.123477 0
2.95195 0.123725 0
2.95295 0.123972 0
2.95395 0.12422 0
2.95495 0.124468 0
2.95596 0.124716 0
2.95696 0.124965 0
2.95796 0.125213 0
2.95896 0.125462 0
2.95996 0.125711 0
2.96096 0.12596 0
2.96196 0.126209 0
2.96296 0.126458 0
2.96396 0.126708 0
2.96496 0.126958 0
2.96597 0.127208 0
2.96697 0.127458 0
2.96797 0.127708 0
2.96897 0.127958 0
2.96997 0.128209 0
2.97097 0.12846 0
2.97197 0.128711 0
2.97297 0.128962 0
2.97397 0.129213 0
2.97497 0.129465 0
2.97598 0.129716 0
2.97698 0.129968 0
2.97798 0.13022 0
2.97898 0.130472 0
2.97998 0.130725 0
2.98098 0.130977 0
2.98198 0.13123 0
2.98298 0.131482 0
2.98398 0.131735 0
2.98498 0.131989 0
2.98599 0.132242 0
2.98699 0.132495 0
2.98799 0.132749 0
2.98899 0.133003 0
2.98999 0.133257 0
2.99099 0.133511 0
2.99199 0.133765 0
2.99299 0.13402 0
2.99399 0.134275 0
2.99499 0.13453 0
2.996 0.134785 0
2.997 0.13504 0
2.998 0.135295 0
2.999 0.135551 0
3 0.135806 0
