X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,1.93200e-02,5.00000e-05
0,1.474219e-01,-1.038516e+00,
1,1.474219e-01,-1.038516e+00,
2,1.474219e-01,-1.038516e+00,
3,1.474219e-01,-1.038516e+00,
4,1.474219e-01,-1.038516e+00,
5,1.474219e-01,-1.038516e+00,
6,1.474219e-01,-1.038516e+00,
7,1.474219e-01,-1.038516e+00,
8,1.474219e-01,-1.038516e+00,
9,1.474219e-01,-1.038516e+00,
10,1.474219e-01,-1.038516e+00,
11,1.474219e-01,-1.038516e+00,
12,1.474219e-01,-1.038516e+00,
13,1.474219e-01,-1.038516e+00,
14,1.474219e-01,-1.038516e+00,
15,1.474219e-01,-1.038516e+00,
16,1.474219e-01,-1.038516e+00,
17,1.474219e-01,-1.038516e+00,
18,1.474219e-01,-1.038516e+00,
19,1.474219e-01,-1.038516e+00,
20,1.474219e-01,-1.038516e+00,
21,1.474219e-01,-1.038516e+00,
22,1.474219e-01,-1.038516e+00,
23,1.474219e-01,-1.038516e+00,
24,1.474219e-01,-1.038516e+00,
25,1.474219e-01,-1.038516e+00,
26,1.474219e-01,-1.038516e+00,
27,1.474219e-01,-1.038516e+00,
28,1.474219e-01,-1.038516e+00,
29,1.474219e-01,-1.038516e+00,
30,1.474219e-01,-1.038516e+00,
31,1.474219e-01,-8.901562e-01,
32,1.474219e-01,-1.038516e+00,
33,1.474219e-01,-1.038516e+00,
34,1.474219e-01,-1.038516e+00,
35,1.474219e-01,-8.901562e-01,
36,1.474219e-01,-8.901562e-01,
37,1.474219e-01,-8.901562e-01,
38,1.474219e-01,-8.901562e-01,
39,1.474219e-01,-8.901562e-01,
40,1.474219e-01,-8.901562e-01,
41,1.474219e-01,-8.901562e-01,
42,1.474219e-01,-8.901562e-01,
43,1.474219e-01,-8.901562e-01,
44,1.474219e-01,-8.901562e-01,
45,1.474219e-01,-8.901562e-01,
46,1.474219e-01,-8.901562e-01,
47,1.474219e-01,-8.901562e-01,
48,1.474219e-01,-8.901562e-01,
49,1.474219e-01,-8.901562e-01,
50,1.474219e-01,-8.901562e-01,
51,1.474219e-01,-8.901562e-01,
52,1.474219e-01,-8.901562e-01,
53,1.474219e-01,-8.901562e-01,
54,1.474219e-01,-8.901562e-01,
55,1.474219e-01,-8.901562e-01,
56,1.474219e-01,-8.901562e-01,
57,1.474219e-01,-8.901562e-01,
58,1.474219e-01,-8.901562e-01,
59,1.474219e-01,-8.901562e-01,
