Record Length,2.500000e+03,,  -0.001040000000,  10.72000,
Sample Interval,1.000000e-06,,  -0.001039000000,  10.64000,
Trigger Point,1.040000000000e+03,,  -0.001038000000,  10.64000,
,,,  -0.001037000000,  10.56000,
,,,  -0.001036000000,  10.56000,
,,,  -0.001035000000,  10.48000,
Source,CH2,,  -0.001034000000,  10.48000,
Vertical Units,V,,  -0.001033000000,  10.48000,
Vertical Scale,2.000000e+00,,  -0.001032000000,  10.40000,
Vertical Offset,-5.600000e+00,,  -0.001031000000,  10.32000,
Horizontal Units,s,,  -0.001030000000,  10.32000,
Horizontal Scale,2.500000e-04,,  -0.001029000000,  10.16000,
Pt Fmt,Y,,  -0.001028000000,  10.16000,
Yzero,0.000000e+00,,  -0.001027000000,  10.16000,
Probe Atten,1.000000e+00,,  -0.001026000000,  10.08000,
Firmware Version,FV:v6.08,,  -0.001025000000,  10.00000,
,,,-00.001024000000,   9.92000,
,,,-00.001023000000,   9.92000,
,,,-00.001022000000,   9.84000,
,,,-00.001021000000,   9.76000,
,,,-00.001020000000,   9.76000,
,,,-00.001019000000,   9.68000,
,,,-00.001018000000,   9.68000,
,,,-00.001017000000,   9.52000,
,,,-00.001016000000,   9.44000,
,,,-00.001015000000,   9.36000,
,,,-00.001014000000,   9.28000,
,,,-00.001013000000,   9.28000,
,,,-00.001012000000,   9.20000,
,,,-00.001011000000,   9.12000,
,,,-00.001010000000,   9.04000,
,,,-00.001009000000,   8.96000,
,,,-00.001008000000,   8.96000,
,,,-00.001007000000,   8.88000,
,,,-00.001006000000,   8.80000,
,,,-00.001005000000,   8.72000,
,,,-00.001004000000,   8.64000,
,,,-00.001003000000,   8.56000,
,,,-00.001002000000,   8.48000,
,,,-00.001001000000,   8.40000,
,,,-00.001000000000,   8.32000,
,,,-00.000999000000,   8.24000,
,,,-00.000998000000,   8.16000,
,,,-00.000997000000,   8.08000,
,,,-00.000996000000,   8.00000,
,,,-00.000995000000,   7.92000,
,,,-00.000994000000,   7.84000,
,,,-00.000993000000,   7.76000,
,,,-00.000992000000,   7.68000,
,,,-00.000991000000,   7.60000,
,,,-00.000990000000,   7.52000,
,,,-00.000989000000,   7.44000,
,,,-00.000988000000,   7.36000,
,,,-00.000987000000,   7.28000,
,,,-00.000986000000,   7.20000,
,,,-00.000985000000,   7.12000,
,,,-00.000984000000,   7.04000,
,,,-00.000983000000,   6.88000,
,,,-00.000982000000,   6.80000,
,,,-00.000981000000,   6.72000,
,,,-00.000980000000,   6.72000,
,,,-00.000979000000,   6.64000,
,,,-00.000978000000,   6.48000,
,,,-00.000977000000,   6.32000,
,,,-00.000976000000,   6.32000,
,,,-00.000975000000,   6.16000,
,,,-00.000974000000,   6.08000,
,,,-00.000973000000,   6.08000,
,,,-00.000972000000,   6.00000,
,,,-00.000971000000,   5.84000,
,,,-00.000970000000,   5.76000,
,,,-00.000969000000,   5.68000,
,,,-00.000968000000,   5.60000,
,,,-00.000967000000,   5.52000,
,,,-00.000966000000,   5.44000,
,,,-00.000965000000,   5.28000,
,,,-00.000964000000,   5.20000,
,,,-00.000963000000,   5.12000,
,,,-00.000962000000,   4.96000,
,,,-00.000961000000,   4.88000,
,,,-00.000960000000,   4.80000,
,,,-00.000959000000,   4.72000,
,,,-00.000958000000,   4.64000,
,,,-00.000957000000,   4.56000,
,,,-00.000956000000,   4.48000,
,,,-00.000955000000,   4.40000,
,,,-00.000954000000,   4.32000,
,,,-00.000953000000,   4.16000,
,,,-00.000952000000,   4.08000,
,,,-00.000951000000,   4.00000,
,,,-00.000950000000,   3.92000,
,,,-00.000949000000,   3.84000,
,,,-00.000948000000,   3.76000,
,,,-00.000947000000,   3.68000,
,,,-00.000946000000,   3.60000,
,,,-00.000945000000,   3.52000,
,,,-00.000944000000,   3.44000,
,,,-00.000943000000,   3.28000,
,,,-00.000942000000,   3.28000,
,,,-00.000941000000,   3.12000,
,,,-00.000940000000,   3.12000,
,,,-00.000939000000,   3.04000,
,,,-00.000938000000,   2.96000,
,,,-00.000937000000,   2.88000,
,,,-00.000936000000,   2.80000,
,,,-00.000935000000,   2.72000,
,,,-00.000934000000,   2.56000,
,,,-00.000933000000,   2.56000,
,,,-00.000932000000,   2.48000,
,,,-00.000931000000,   2.40000,
,,,-00.000930000000,   2.40000,
,,,-00.000929000000,   2.24000,
,,,-00.000928000000,   2.16000,
,,,-00.000927000000,   2.16000,
,,,-00.000926000000,   2.08000,
,,,-00.000925000000,   2.00000,
,,,-00.000924000000,   1.92000,
,,,-00.000923000000,   1.92000,
,,,-00.000922000000,   1.84000,
,,,-00.000921000000,   1.76000,
,,,-00.000920000000,   1.68000,
,,,-00.000919000000,   1.60000,
,,,-00.000918000000,   1.60000,
,,,-00.000917000000,   1.52000,
,,,-00.000916000000,   1.44000,
,,,-00.000915000000,   1.44000,
,,,-00.000914000000,   1.36000,
,,,-00.000913000000,   1.28000,
,,,-00.000912000000,   1.28000,
,,,-00.000911000000,   1.20000,
,,,-00.000910000000,   1.20000,
,,,-00.000909000000,   1.12000,
,,,-00.000908000000,   1.12000,
,,,-00.000907000000,   1.12000,
,,,-00.000906000000,   1.04000,
,,,-00.000905000000,   0.96000,
,,,-00.000904000000,   0.88000,
,,,-00.000903000000,   0.88000,
,,,-00.000902000000,   0.88000,
,,,-00.000901000000,   0.80000,
,,,-00.000900000000,   0.80000,
,,,-00.000899000000,   0.72000,
,,,-00.000898000000,   0.80000,
,,,-00.000897000000,   0.72000,
,,,-00.000896000000,   0.72000,
,,,-00.000895000000,   0.64000,
,,,-00.000894000000,   0.64000,
,,,-00.000893000000,   0.64000,
,,,-00.000892000000,   0.56000,
,,,-00.000891000000,   0.56000,
,,,-00.000890000000,   0.56000,
,,,-00.000889000000,   0.48000,
,,,-00.000888000000,   0.56000,
,,,-00.000887000000,   0.48000,
,,,-00.000886000000,   0.48000,
,,,-00.000885000000,   0.48000,
,,,-00.000884000000,   0.48000,
,,,-00.000883000000,   0.40000,
,,,-00.000882000000,   0.48000,
,,,-00.000881000000,   0.40000,
,,,-00.000880000000,   0.40000,
,,,-00.000879000000,   0.40000,
,,,-00.000878000000,   0.40000,
,,,-00.000877000000,   0.40000,
,,,-00.000876000000,   0.40000,
,,,-00.000875000000,   0.32000,
,,,-00.000874000000,   0.40000,
,,,-00.000873000000,   0.32000,
,,,-00.000872000000,   0.32000,
,,,-00.000871000000,   0.32000,
,,,-00.000870000000,   0.32000,
,,,-00.000869000000,   0.40000,
,,,-00.000868000000,   0.32000,
,,,-00.000867000000,   0.32000,
,,,-00.000866000000,   0.32000,
,,,-00.000865000000,   0.32000,
,,,-00.000864000000,   0.32000,
,,,-00.000863000000,   0.32000,
,,,-00.000862000000,   0.32000,
,,,-00.000861000000,   0.32000,
,,,-00.000860000000,   0.32000,
,,,-00.000859000000,   0.32000,
,,,-00.000858000000,   0.32000,
,,,-00.000857000000,   0.32000,
,,,-00.000856000000,   0.32000,
,,,-00.000855000000,   0.32000,
